사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019052200100058,2019년 5월 22일 04시,수요일,서울특별시 양천구 신정동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,원동기,남,64세,상해없음,자전거,여,63세,중상
2019052200100238,2019년 5월 22일 10시,수요일,서울특별시 마포구 노고산동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,자전거,남,83세,중상
2019052200100439,2019년 5월 22일 16시,수요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,72세,상해없음,자전거,남,67세,경상
2019052200100676,2019년 5월 22일 22시,수요일,서울특별시 양천구 신정동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,15세,중상,자전거,기타불명,미분류,기타불명
2019052200100706,2019년 5월 22일 23시,수요일,서울특별시 영등포구 신길동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,자전거,남,66세,경상
2019052300100103,2019년 5월 23일 07시,목요일,서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,자전거,남,70세,경상
2019052300100104,2019년 5월 23일 07시,목요일,서울특별시 강동구 성내동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,68세,부상신고
2019052300100188,2019년 5월 23일 09시,목요일,서울특별시 성북구 종암동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,65세,부상신고,자전거,남,25세,상해없음
2019052300100331,2019년 5월 23일 13시,목요일,서울특별시 강동구 성내동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,25세,상해없음,자전거,남,44세,중상
2019052300100362,2019년 5월 23일 14시,목요일,서울특별시 강서구 등촌동,부상신고사고,0,0,0,1,차대차 - 측면충돌,기타,포장 - 건조,맑음,교차로 - 교차로횡단보도내,자전거,남,66세,부상신고,자전거,남,84세,상해없음
